loan_id,customer_id,branch_id,raw_loan_status,loan_purpose,local_currency,loan_amount_local,loan_amount_usd,interest_rate_pct,tenure_months,amount_repaid_local,outstanding_balance,raw_disbursement_date,raw_maturity_date
1533,1551,113,WRITTEN OFF,Personal Loan,EUR,15082588.59,16289195.68,11.34,6,2385647.43,12696941.16,09/04/2021,15/10/2024
1534,303,109,approved,Personal Loan,KES,12993368.21,100048.94,13.73,12,11159909.07,1833459.14,06/20/2024,07-May-2023
1535,703,101,approved,Education Finance,NGN,11762799.1,7292.94,8.42,36,9046889.89,2715909.21,25/04/2024,24/02/2025
1536,1047,103,FULLY PAID,Auto Loan,NGN,16992922.42,10535.61,8.67,12,2415377.17,14577545.25,2021-10-07,02-May-2026
1537,1753,109,restructured,Mortgage,KES,19552013.12,150550.5,19.08,60,15884424.0,3667589.12,13/09/2023,08/02/2025
1538,282,114,FULLY PAID,Education Finance,AED,19937925.34,5423115.69,25.81,24,17873531.58,2064393.76,2021-12-05,24-Aug-2024
1539,487,115,FULLY PAID,Education Finance,USD,1927565.87,1927565.87,11.68,12,1497990.18,429575.69,09/01/2020,18/07/2026
1540,307,107,fully paid,SME Working Capital,GHS,7951755.28,524815.85,6.04,24,4277720.27,3674035.01,06/01/2024,2026-11-22
1541,1777,114,defaulted,Asset Finance,AED,328798.55,89433.21,6.31,60,261144.34,67654.21,08-Jul-2022,01/24/2027
1542,1416,103,WRITTEN OFF,Education Finance,NGN,5477742.78,3396.2,8.78,18,4443982.84,1033759.94,10/11/2021,2027-09-10
1543,268,112,FULLY PAID,Trade Finance / Import,GBP,17786752.42,22589175.57,18.89,12,11857719.44,5929032.98,2021-10-03,03-Dec-2024
1544,1631,101,FULLY PAID,Asset Finance,NGN,8070830.1,5003.91,10.77,24,5316765.77,2754064.33,30/03/2022,14/10/2027
1545,38,104,pending review,Mortgage,NGN,9713380.19,6022.3,15.88,24,9363008.14,350372.05,2020-08-06,04-Jun-2023
1546,1588,111,WRITTEN OFF,Agricultural Loan,ZAR,8246740.62,453570.73,27.76,48,6221003.8,2025736.82,05/08/2023,20-Jun-2023
1547,198,103,active,SME Working Capital,NGN,11108263.16,6887.12,17.68,24,6153199.88,4955063.28,04/03/2021,07/01/2026
1548,1754,106,DEFAULTED,Mortgage,GHS,9173370.86,605442.48,8.63,12,1590977.84,7582393.02,27/03/2022,26/02/2024
1549,614,107,defaulted,Agricultural Loan,GHS,14949486.51,986666.11,13.29,48,13173918.15,1775568.36,2021-08-27,2024-01-06
1550,415,114,defaulted,Agricultural Loan,AED,17918670.83,4873878.47,7.87,18,14416678.61,3501992.22,03/01/2021,02/14/2024
1551,1817,114,Fully Paid,Personal Loan,AED,7258202.71,1974231.14,16.15,12,6110390.11,1147812.6,16-Jul-2024,2025-04-30
1552,1185,112,approved,Personal Loan,GBP,18618344.62,23645297.67,11.88,48,18191389.22,426955.4,24/04/2022,2023-08-30
1553,1312,111, Active ,Auto Loan,ZAR,17003305.56,935181.81,11.09,60,381510.63,16621794.93,08-Apr-2024,11/28/2026
1554,1413,109,RESTRUCTURED,Asset Finance,KES,15926499.59,122634.05,14.06,6,11691388.95,4235110.64,25/05/2020,2024-12-26
1555,1470,112,FULLY PAID,Mortgage,GBP,5380991.07,6833858.66,25.8,6,2588893.64,2792097.43,2021-06-11,05-Sep-2023
1556,777,115,approved,Education Finance,USD,10464492.52,10464492.52,19.86,24,8060299.0,2404193.52,04/17/2022,04/24/2027
1557,444,115,ACTIVE,Asset Finance,USD,1328077.89,1328077.89,27.71,6,358267.8,969810.09,24-Dec-2023,22-Apr-2026
1558,673,101,FULLY PAID,Mortgage,NGN,1953534.12,1211.19,27.61,6,1428674.48,524859.64,2023-12-11,08/18/2026
1559,319,113,pending review,Personal Loan,EUR,4510759.18,4871619.91,23.06,18,2288809.84,2221949.34,14-Apr-2020,2025-01-01
1560,1561,115,PENDING REVIEW,Asset Finance,USD,12900458.92,12900458.92,26.88,60,4662318.21,8238140.71,05/09/2024,25/03/2024
1561,1603,108,Fully Paid,Agricultural Loan,KES,6891256.09,53062.67,22.72,24,2488736.73,4402519.36,13/04/2020,2023-05-28
1562,1999,109,defaulted,SME Working Capital,KES,16214391.68,124850.82,20.29,36,3120498.72,13093892.96,09/29/2023,2025-10-13
1563,750,108,Fully Paid,Personal Loan,KES,1382252.99,10643.35,21.81,6,872028.12,510224.87,01-Dec-2022,22-Jun-2026
1564,420,115,Fully Paid,Agricultural Loan,USD,2496812.44,2496812.44,5.29,36,1611772.9,885039.54,05-May-2021,10/10/2024
1565,1663,106,fully paid,Personal Loan,GHS,3041581.92,200744.41,6.28,60,1522675.34,1518906.58,2021-03-03,2026-10-30
1566,1156,113,WRITTEN OFF,Mortgage,EUR,11180783.97,12075246.69,11.2,36,4967012.85,6213771.12,2023-10-06,2027-11-18
1567,1285,115,Fully Paid,SME Working Capital,USD,12022605.16,12022605.16,27.37,18,3186145.06,8836460.1,07/17/2023,11/11/2027
1568,540,115,APPROVED,Asset Finance,USD,14851877.96,14851877.96,12.63,6,4609505.05,10242372.91,09/06/2023,10-Feb-2023
1569,540,115,Fully Paid,Auto Loan,USD,9817814.31,9817814.31,25.27,18,1859066.0,7958748.31,2024-08-08,2025-02-08
1570,620,114,defaulted,Agricultural Loan,AED,1953136.59,531253.15,17.3,36,1447799.9,505336.69,11/02/2022,19-Sep-2027
1571,1816,110,ACTIVE,Agricultural Loan,ZAR,15925005.35,875875.29,23.89,6,721801.57,15203203.78,04/05/2024,2025-03-25
1572,462,113, Active ,Education Finance,EUR,1579716.67,1706094.0,25.18,60,538937.8,1040778.87,2024-04-03,09/08/2023
1573,526,103,RESTRUCTURED,Education Finance,NGN,19647965.15,12181.74,21.07,48,13723681.68,5924283.47,2024-04-16,04/12/2026
1574,143,109,APPROVED,Auto Loan,KES,3609397.33,27792.36,13.59,36,3557888.49,51508.84,23-Jul-2020,27/09/2025
1575,61,106,defaulted,Trade Finance / Import,GHS,17357408.24,1145588.94,16.38,60,17196287.83,161120.41,2020-07-19,04/21/2026
1576,344,113,RESTRUCTURED,Auto Loan,EUR,1504550.78,1624914.84,8.56,48,1313810.24,190740.54,03-Jan-2024,2024-04-03
1577,19,106,APPROVED,Asset Finance,GHS,1078929.04,71209.32,11.0,48,377907.82,701021.22,03/11/2020,04/02/2023
1578,567,103,ACTIVE,Personal Loan,NGN,19454041.65,12061.51,12.04,18,2973034.01,16481007.64,09/10/2021,16/05/2024
1579,1911,102,RESTRUCTURED,Asset Finance,NGN,643757.9,399.13,11.85,24,392791.29,250966.61,11/05/2020,01/07/2026
1580,969,110,DEFAULTED,Asset Finance,ZAR,9048213.89,497651.76,25.37,60,6262010.68,2786203.21,05/21/2021,26-Apr-2024
1581,851,114, Active ,Agricultural Loan,AED,10502779.26,2856755.96,13.51,48,2575810.95,7926968.31,02/11/2024,26-Sep-2027
1582,1236,112,approved,Asset Finance,GBP,9920909.54,12599555.12,25.97,18,3809749.69,6111159.85,04/02/2023,2023-08-05
1583,517,108,DEFAULTED,Trade Finance / Import,KES,13313367.12,102512.93,6.72,6,8592014.94,4721352.18,19-Jul-2021,2025-12-28
1584,1578,102,pending review,Auto Loan,NGN,16495465.97,10227.19,8.11,18,3296463.17,13199002.8,11/10/2024,01/28/2024
1585,1000,112,active,Education Finance,GBP,10906930.93,13851802.28,9.91,60,7561101.16,3345829.77,12/30/2020,12/23/2026
1586,153,101,ACTIVE,Asset Finance,NGN,1355022.02,840.11,27.77,12,1182532.47,172489.55,2020-06-06,21/09/2024
1587,1757,115,restructured,Auto Loan,USD,8783655.18,8783655.18,11.72,12,6968612.17,1815043.01,06-Jul-2020,27/09/2026
1588,1354,106,APPROVED,Personal Loan,GHS,9798618.9,646708.85,14.28,36,2250434.96,7548183.94,17/01/2020,05-Jul-2025
1589,1624,115,WRITTEN OFF,Auto Loan,USD,19379840.5,19379840.5,4.25,60,11506602.32,7873238.18,28-Dec-2022,16-Sep-2027
1590,146,112,DEFAULTED,Auto Loan,GBP,5680580.28,7214336.96,13.38,12,1118413.53,4562166.75,03/02/2020,11-Jan-2025
1591,911,109,Fully Paid,Mortgage,KES,14136847.67,108853.73,5.18,12,6491154.72,7645692.95,05-Jun-2020,02/11/2023
1592,1181,114,WRITTEN OFF,SME Working Capital,AED,10805123.16,2938993.5,20.7,48,6406660.08,4398463.08,2020-12-26,06/04/2023
1593,1289,101,active,Mortgage,NGN,16780538.3,10403.93,24.78,36,8376457.04,8404081.26,27-Jan-2020,06/01/2026
1594,1612,101,DEFAULTED,Education Finance,NGN,18220937.78,11296.98,16.86,48,13611435.86,4609501.92,20/09/2021,2027-02-02
1595,186,111,restructured,Education Finance,ZAR,16162970.44,888963.37,12.65,12,5705291.45,10457678.99,17/03/2024,2024-03-24
1596,1428,104,pending review,Agricultural Loan,NGN,16556934.61,10265.3,8.39,36,16027001.74,529932.87,27/12/2023,12/19/2027
1597,903,103,approved,Personal Loan,NGN,15482051.16,9598.87,16.31,12,12693788.42,2788262.74,20-Jul-2021,18-Dec-2025
1598,1053,101, Active ,Auto Loan,NGN,9961472.44,6176.11,23.69,6,7963150.08,1998322.36,2022-06-05,2024-02-23
1599,1254,109,restructured,Auto Loan,KES,18693285.45,143938.3,15.37,6,13771574.39,4921711.06,20/10/2020,16-Apr-2027
1600,536,101,restructured,Mortgage,NGN,9542745.13,5916.5,23.85,48,2301257.38,7241487.75,03/04/2020,03/21/2024
1601,349,103,RESTRUCTURED,Asset Finance,NGN,17210772.22,10670.68,13.23,24,1232898.33,15977873.89,15-Apr-2020,07-Nov-2024
1602,1779,107,Fully Paid,Education Finance,GHS,18551500.65,1224399.04,5.63,60,2071345.13,16480155.52,2023-04-27,11/04/2025
1603,257,113,restructured,Auto Loan,EUR,9149440.12,9881395.33,7.02,24,8089646.94,1059793.18,04/02/2024,16/01/2024
1604,224,114,defaulted,Education Finance,AED,18522513.87,5038123.77,26.61,12,10565348.82,7957165.05,2020-09-23,2024-11-02
1605,1168,112,Fully Paid,SME Working Capital,GBP,7475829.34,9494303.26,21.67,24,1715024.7,5760804.64,25/12/2020,2023-07-08
1606,85,114,active,Auto Loan,AED,10221687.19,2780298.92,12.54,18,3436705.36,6784981.83,29-Sep-2023,22-Jan-2027
1607,107,110,approved,Mortgage,ZAR,16308616.38,896973.9,25.89,6,6490132.88,9818483.5,09/02/2020,14-Sep-2024
1608,1,108,ACTIVE,Trade Finance / Import,KES,15250987.55,117432.6,24.73,60,5897720.45,9353267.1,19-May-2023,18/08/2023
1609,947,102,PENDING REVIEW,Education Finance,NGN,6778919.24,4202.93,5.49,36,3868190.16,2910729.08,11/09/2024,2026-11-25
1610,598,111,DEFAULTED,Education Finance,ZAR,6511828.72,358150.58,17.23,60,4739221.06,1772607.66,03/26/2024,02/10/2025
1611,674,103,defaulted,Mortgage,NGN,17617277.86,10922.71,23.34,36,15618412.91,1998864.95,04-Oct-2020,10/01/2027
1612,508,102,RESTRUCTURED,Agricultural Loan,NGN,3914131.97,2426.76,5.17,12,1512024.05,2402107.92,30-Jan-2022,01/20/2023
1613,989,101,approved,Personal Loan,NGN,13369848.46,8289.31,4.94,36,13235848.23,134000.23,30/09/2022,20/03/2024
1614,241,111,pending review,Personal Loan,ZAR,7805957.96,429327.69,7.9,24,7199229.2,606728.76,12/17/2021,15/06/2027
1615,1936,103,pending review,SME Working Capital,NGN,6171289.8,3826.2,17.99,24,277593.2,5893696.6,01/21/2024,12-Sep-2026
1616,1519,105,defaulted,SME Working Capital,NGN,16521537.74,10243.35,4.29,6,9359206.4,7162331.34,2022-11-30,15/07/2024
1617,1805,103,APPROVED,SME Working Capital,NGN,1065360.65,660.52,21.18,60,148039.32,917321.33,2021-10-03,24/11/2024
1618,1191,113, Active ,SME Working Capital,EUR,9089600.17,9816768.18,6.12,18,2324638.78,6764961.39,01/18/2024,04/25/2023
1619,1375,105,FULLY PAID,SME Working Capital,NGN,10733980.47,6655.07,21.82,6,5135953.59,5598026.88,11/02/2024,03/07/2027
1620,1983,113,defaulted,Mortgage,EUR,7327149.51,7913321.47,22.13,6,2228632.61,5098516.9,27/07/2021,16/12/2025
1621,1814,110,ACTIVE,Agricultural Loan,ZAR,16226264.63,892444.55,13.92,48,7636191.84,8590072.79,08-Jun-2022,16/10/2025
1622,1409,113,ACTIVE,Agricultural Loan,EUR,11916609.36,12869938.11,16.5,12,9636520.43,2280088.93,09/30/2021,2024-02-01
1623,1032,115,ACTIVE,Agricultural Loan,USD,18287709.81,18287709.81,13.34,6,9665831.83,8621877.98,2024-05-11,16-Aug-2025
1624,1086,104,approved,Agricultural Loan,NGN,8081199.41,5010.34,5.09,6,5581057.91,2500141.5,07/31/2021,25-Feb-2027
1625,614,107,ACTIVE,Auto Loan,GHS,6524855.46,430640.46,19.56,24,5001586.0,1523269.46,2024-02-08,01-Jul-2023
1626,1422,111,RESTRUCTURED,Education Finance,ZAR,8332308.58,458276.97,15.0,36,5385188.5,2947120.08,2024-07-04,03/01/2025
1627,1597,111,RESTRUCTURED,Agricultural Loan,ZAR,8780720.69,482939.64,17.05,6,7942326.15,838394.54,06/05/2021,2026-02-16
1628,1709,107,fully paid,Personal Loan,GHS,7287687.41,480987.37,21.55,6,1171735.99,6115951.42,12/05/2024,31-Jan-2026
1629,1129,110,WRITTEN OFF,Personal Loan,ZAR,3273988.06,180069.34,4.92,48,2955614.07,318373.99,23/12/2020,16/08/2027
1630,1743,114, Active ,SME Working Capital,AED,1606136.68,436869.18,13.45,24,1112485.91,493650.77,06/15/2023,03/11/2023
1631,40,108,APPROVED,Trade Finance / Import,KES,12147203.06,93533.46,23.65,12,5016974.28,7130228.78,06-Jun-2023,01/14/2025
1632,359,112,RESTRUCTURED,Asset Finance,GBP,9431860.38,11978462.68,26.88,60,6613106.13,2818754.25,06-Feb-2020,10/22/2027
1633,798,108,fully paid,Education Finance,KES,17987036.27,138500.18,25.35,12,15936569.64,2050466.63,07/11/2022,2023-05-05
1634,1019,110,FULLY PAID,SME Working Capital,ZAR,4153227.51,228427.51,23.43,6,1155107.5,2998120.01,14-Oct-2021,17/06/2024
1635,1886,104,restructured,Personal Loan,NGN,18067684.63,11201.96,6.72,6,17251074.94,816609.69,2022-01-14,2024-10-25
1636,1972,102,FULLY PAID,Mortgage,NGN,12638329.41,7835.76,14.05,6,4221746.75,8416582.66,2020-08-10,11/03/2026
1637,1600,106,restructured,Auto Loan,GHS,17328769.82,1143698.81,9.3,36,3824142.62,13504627.2,10-May-2022,06/02/2023
1638,92,106,APPROVED,Mortgage,GHS,18673317.23,1232438.94,7.9,18,18340492.1,332825.13,23-Nov-2020,2023-01-30
1639,1155,106,pending review,Mortgage,GHS,7741707.45,510952.69,19.45,6,3770260.98,3971446.47,2021-04-14,30-Jul-2025
1640,1671,102,RESTRUCTURED,Agricultural Loan,NGN,9362300.18,5804.63,8.06,6,9240783.39,121516.79,10/09/2024,2026-10-23
1641,782,114,Fully Paid,Trade Finance / Import,AED,587921.01,159914.51,6.01,36,503311.58,84609.43,2021-10-04,12-Sep-2026
1642,1343,115,fully paid,Mortgage,USD,14746244.16,14746244.16,18.51,6,9601966.32,5144277.84,30-Apr-2021,2023-07-04
1643,1742,110,written off,Personal Loan,ZAR,827587.95,45517.34,25.48,60,361182.24,466405.71,07/27/2024,05/24/2023
1644,1273,115,Fully Paid,Asset Finance,USD,4889973.65,4889973.65,19.8,24,4205769.3,684204.35,11/13/2024,2023-04-23
1645,929,109,APPROVED,Personal Loan,KES,8074667.1,62174.94,4.18,36,5289795.86,2784871.24,07/07/2021,04/17/2026
1646,277,109,WRITTEN OFF,Asset Finance,KES,18738639.57,144287.52,15.82,18,7436536.8,11302102.77,10/12/2024,2025-01-02
1647,1169,104,RESTRUCTURED,Agricultural Loan,NGN,12665096.39,7852.36,20.52,36,6489742.67,6175353.72,2024-03-27,27-Feb-2024
1648,1096,110,defaulted,SME Working Capital,ZAR,223758.2,12306.7,7.98,24,155791.2,67967.0,04/09/2023,28-Jun-2027
1649,390,110,PENDING REVIEW,Trade Finance / Import,ZAR,14799296.36,813961.3,16.51,6,8930866.06,5868430.3,07/30/2023,2023-10-11
1650,456,115,restructured,Agricultural Loan,USD,5679952.84,5679952.84,14.5,12,1040788.81,4639164.03,09/20/2021,19-Jun-2024
1651,750,108, Active ,Personal Loan,KES,227698.89,1753.28,7.9,24,190267.72,37431.17,30-Nov-2022,02/19/2023
1652,306,108,pending review,Mortgage,KES,1505580.47,11592.97,13.73,60,1393020.22,112560.25,2023-07-01,2024-07-20
1653,185,104,APPROVED,Agricultural Loan,NGN,2488017.35,1542.57,19.84,6,1269905.17,1218112.18,22/11/2022,08/09/2023
1654,24,102,approved,SME Working Capital,NGN,14509051.72,8995.61,6.06,12,6964273.36,7544778.36,06/29/2023,2027-06-23
1655,1378,113,Fully Paid,SME Working Capital,EUR,12276105.49,13258193.93,13.54,48,7939564.3,4336541.19,2020-09-06,25/03/2026
1656,875,110,approved,Education Finance,ZAR,4241076.4,233259.2,15.17,12,2792930.08,1448146.32,12/08/2021,01/07/2025
1657,1237,113,defaulted,Asset Finance,EUR,336826.0,363772.08,17.29,60,67721.11,269104.89,01/26/2021,08-Aug-2026
1658,272,113,defaulted,Asset Finance,EUR,16266717.34,17568054.73,19.37,36,10311476.24,5955241.1,10/12/2020,2025-03-04
1659,1613,108,Fully Paid,Trade Finance / Import,KES,14296968.78,110086.66,8.27,24,13502089.28,794879.5,20/06/2024,07/08/2023
1660,1365,115,written off,Auto Loan,USD,1418635.4,1418635.4,9.36,12,622377.8,796257.6,02-Jun-2021,12/09/2027
1661,271,111,FULLY PAID,Auto Loan,ZAR,11558632.89,635724.81,11.68,48,4792657.16,6765975.73,09/24/2021,2026-08-24
1662,1605,109,written off,SME Working Capital,KES,11670460.59,89862.55,6.35,6,2979262.95,8691197.64,10/10/2022,22-Apr-2024
1663,88,112, Active ,Agricultural Loan,GBP,12412816.72,15764277.23,18.94,24,5639482.96,6773333.76,22/03/2023,09-Nov-2024
1664,474,106,APPROVED,Auto Loan,GHS,18888539.49,1246643.61,9.11,24,17647913.61,1240625.88,11/30/2020,2026-08-26
1665,1461,102,active,Trade Finance / Import,NGN,6576490.88,4077.42,21.19,48,179985.0,6396505.88,04/12/2022,07/04/2027
1666,1026,108, Active ,Auto Loan,KES,11116164.28,85594.46,25.94,48,5398326.96,5717837.32,21-Feb-2022,2024-11-17
1667,277,109,Fully Paid,Mortgage,KES,3430171.85,26412.32,15.44,60,879688.13,2550483.72,08/06/2023,22/04/2024
1668,317,111,PENDING REVIEW,Auto Loan,ZAR,5727751.33,315026.32,5.87,60,1879325.29,3848426.04,21-Dec-2024,2026-02-13
1669,1997,111,Fully Paid,Mortgage,ZAR,2551639.8,140340.19,10.9,36,2288210.57,263429.23,13/10/2021,26-Feb-2024
1670,62,107,APPROVED,Auto Loan,GHS,17365250.85,1146106.56,21.6,36,2914061.75,14451189.1,12/01/2020,20-May-2023
1671,1002,109,pending review,Auto Loan,KES,3568200.88,27475.15,24.23,36,117149.75,3451051.13,10/27/2020,20/02/2026
1672,1844,109,written off,Personal Loan,KES,5902577.63,45449.85,17.79,6,2793637.59,3108940.04,03/09/2024,04/20/2025
1673,1961,101,active,Mortgage,NGN,10866062.76,6736.96,4.4,24,5154715.84,5711346.92,10/04/2023,2024-09-26
1674,930,112,active,Mortgage,GBP,18077837.38,22958853.47,24.22,24,3380376.5,14697460.88,31/05/2020,2023-05-15
1675,581,101,approved,Personal Loan,NGN,5002662.53,3101.65,16.15,12,978748.34,4023914.19,2020-09-15,07-Mar-2026
1676,243,104,APPROVED,Personal Loan,NGN,7390682.24,4582.22,13.39,24,1009219.7,6381462.54,18-Jan-2024,09/17/2027
1677,1115,108,ACTIVE,Agricultural Loan,KES,5388747.71,41493.36,20.86,6,5186833.5,201914.21,09-Sep-2020,06/04/2025
1678,953,102,pending review,Mortgage,NGN,6582786.62,4081.33,8.05,18,5771655.9,811130.72,08-Jul-2021,2025-06-23
1679,711,104,Fully Paid,Auto Loan,NGN,7887126.54,4890.02,12.55,12,2934900.15,4952226.39,01/10/2020,31/03/2023
1680,1617,109,restructured,Agricultural Loan,KES,5189973.71,39962.8,25.19,60,4004948.06,1185025.65,03/23/2021,04/18/2025
1681,270,112,defaulted,Asset Finance,GBP,12884525.98,16363347.99,23.97,60,2235296.11,10649229.87,09/02/2024,18/08/2027
1682,1158,109,fully paid,Mortgage,KES,18515220.57,142567.2,20.6,60,6154229.37,12360991.2,2024-12-30,2026-05-18
1683,346,110,WRITTEN OFF,Mortgage,ZAR,16617306.34,913951.85,13.09,48,7968750.15,8648556.19,07/23/2023,16/12/2025
1684,26,103,defaulted,Personal Loan,NGN,8159633.26,5058.97,14.39,48,4320147.13,3839486.13,11-Oct-2020,02/03/2027
1685,861,107,fully paid,SME Working Capital,GHS,5971629.61,394127.55,21.64,24,576877.25,5394752.36,2021-04-27,2024-03-29
1686,1363,110,APPROVED,Auto Loan,ZAR,533583.15,29347.07,6.12,48,225385.71,308197.44,30-Mar-2020,2026-07-02
1687,1752,113,defaulted,Education Finance,EUR,14509853.9,15670642.21,7.8,12,4764052.02,9745801.88,18/02/2021,2024-06-27
1688,1391,109,active,Agricultural Loan,KES,5845841.09,45012.98,24.45,6,1275120.13,4570720.96,02/28/2020,29/03/2025
1689,974,106,written off,Auto Loan,GHS,11982171.93,790823.35,12.13,60,8957222.02,3024949.91,08/31/2022,2027-07-07
1690,1271,110,written off,Auto Loan,ZAR,15152576.81,833391.72,11.85,6,114015.65,15038561.16,10/12/2024,10/10/2025
1691,616,102,written off,Asset Finance,NGN,8441964.15,5234.02,24.4,6,6323847.74,2118116.41,2020-03-25,21/05/2024
1692,169,115,pending review,Auto Loan,USD,8289969.34,8289969.34,10.71,6,1973978.14,6315991.2,22-Jan-2023,17-Apr-2024
1693,1234,111,RESTRUCTURED,Auto Loan,ZAR,12718076.5,699494.21,15.36,36,5930458.98,6787617.52,09/16/2024,15-Nov-2024
1694,1648,103,pending review,Asset Finance,NGN,10026909.71,6216.68,5.54,48,2416270.67,7610639.04,22-Dec-2023,2025-08-14
1695,1891,107,written off,SME Working Capital,GHS,14356394.02,947522.01,10.32,60,11758856.32,2597537.7,12-Nov-2021,08/19/2023
1696,1376,113,RESTRUCTURED,Asset Finance,EUR,14301440.42,15445555.65,22.22,18,12805922.83,1495517.59,03/31/2024,2027-07-31
1697,1672,101,Fully Paid,Trade Finance / Import,NGN,6043304.44,3746.85,10.01,18,215791.45,5827512.99,12/03/2022,2026-12-12
1698,1439,113,DEFAULTED,SME Working Capital,EUR,125017.36,135018.75,9.6,60,35725.95,89291.41,05/02/2020,23-Apr-2026
1699,1025,108,written off,Asset Finance,KES,14180916.76,109193.06,12.66,24,1882577.96,12298338.8,04/15/2021,2023-05-17
1700,1333,101,RESTRUCTURED,Trade Finance / Import,NGN,14391257.34,8922.58,12.72,48,531488.57,13859768.77,22/11/2021,03-Feb-2024
1701,1389,104,WRITTEN OFF,Mortgage,NGN,5497450.88,3408.42,20.22,18,3734173.54,1763277.34,30-Mar-2020,09/01/2025
1702,1548,113,defaulted,Agricultural Loan,EUR,12544497.02,13548056.78,20.03,24,9672118.97,2872378.05,31-Dec-2021,04/05/2023
1703,765,114,RESTRUCTURED,Auto Loan,AED,4776875.39,1299310.11,18.49,18,4315895.28,460980.11,14/03/2021,05/31/2023
1704,1945,106,approved,Asset Finance,GHS,4656160.29,307306.58,16.09,60,1801307.62,2854852.67,27-Mar-2020,06/11/2025
1705,1844,109,WRITTEN OFF,Asset Finance,KES,11695642.98,90056.45,13.32,36,5828301.75,5867341.23,10/17/2024,07/20/2023
1706,1311,114,RESTRUCTURED,Education Finance,AED,6735771.93,1832129.96,12.63,12,4780234.88,1955537.05,05/06/2022,24-Dec-2027
1707,168,108,DEFAULTED,Education Finance,KES,6587124.13,50720.86,18.61,6,3002940.62,3584183.51,06-Oct-2022,12/29/2026
1708,606,111, Active ,Education Finance,ZAR,18477060.23,1016238.31,17.69,36,16570852.24,1906207.99,03/13/2024,11/18/2023
1709,820,101,restructured,Auto Loan,NGN,7582639.61,4701.24,17.94,60,2327350.55,5255289.06,24/10/2023,06-Aug-2024
1710,1447,105,ACTIVE,Auto Loan,NGN,2117876.24,1313.08,14.94,48,1220241.77,897634.47,14/12/2021,10/04/2024
1711,139,104,written off,SME Working Capital,NGN,2996711.53,1857.96,18.65,48,1441045.04,1555666.49,21-Jun-2020,2023-06-15
1712,1856,110,defaulted,Trade Finance / Import,ZAR,10486786.13,576773.24,18.92,18,1175432.61,9311353.52,14-Feb-2024,06/22/2026
1713,389,107,written off,Auto Loan,GHS,7614514.06,502557.93,24.47,12,1560779.88,6053734.18,2022-11-29,05/10/2027
1714,364,104,ACTIVE,Mortgage,NGN,11118845.76,6893.68,7.59,60,10398547.65,720298.11,05/10/2022,23-Jan-2024
1715,889,107,DEFAULTED,Mortgage,GHS,19915804.66,1314443.11,6.67,48,10645693.47,9270111.19,10/15/2021,01-Feb-2026
1716,258,109, Active ,Trade Finance / Import,KES,13384881.69,103063.59,14.93,48,3205414.06,10179467.63,06/04/2023,27-Aug-2027
1717,1135,106,restructured,Agricultural Loan,GHS,1066609.62,70396.23,18.31,18,559340.21,507269.41,27/01/2020,13-Sep-2027
1718,598,111,ACTIVE,Personal Loan,ZAR,2263761.9,124506.9,25.92,24,551266.07,1712495.83,05/17/2022,07/14/2024
1719,148,101,FULLY PAID,Personal Loan,NGN,8456293.86,5242.9,12.92,60,7023020.44,1433273.42,2021-12-29,2023-04-19
1720,1852,104,fully paid,Personal Loan,NGN,6031472.11,3739.51,12.22,48,1533609.73,4497862.38,2020-05-11,05/07/2026
1721,288,101,approved,Auto Loan,NGN,9138902.84,5666.12,9.67,6,6606974.49,2531928.35,2024-11-27,25-Sep-2025
1722,494,102,approved,Trade Finance / Import,NGN,506915.55,314.29,20.68,60,255335.81,251579.74,29-Sep-2023,2023-03-26
1723,1994,115,restructured,Asset Finance,USD,5667145.28,5667145.28,20.33,36,1861505.96,3805639.32,06/10/2022,2024-03-07
1724,839,104, Active ,Education Finance,NGN,5517108.88,3420.61,8.82,60,2676841.44,2840267.44,2022-05-10,15/05/2027
1725,1036,103,APPROVED,Trade Finance / Import,NGN,2637034.09,1634.96,5.38,24,1667964.49,969069.6,2024-04-23,2026-03-25
1726,1501,108,ACTIVE,Auto Loan,KES,11939252.94,91932.25,25.95,60,954321.18,10984931.76,10/28/2022,2023-05-10
1727,1381,114,approved,Asset Finance,AED,13701878.28,3726910.89,16.16,18,9649175.72,4052702.56,2024-09-13,07/18/2023
1728,713,103,Fully Paid,Personal Loan,NGN,2711162.4,1680.92,21.47,48,2696479.23,14683.17,29-Jul-2020,10-Nov-2025
1729,1192,102,active,Auto Loan,NGN,16592601.74,10287.41,14.63,18,5679675.44,10912926.3,04-May-2023,20-Aug-2027
1730,757,108,ACTIVE,Agricultural Loan,KES,15456540.35,119015.36,16.02,12,1260380.16,14196160.19,06/13/2020,16-Jun-2025
1731,1397,113,approved,Trade Finance / Import,EUR,4048431.86,4372306.41,9.05,6,3665949.84,382482.02,05/25/2023,02/07/2026
1732,1786,102,FULLY PAID,Auto Loan,NGN,5534495.39,3431.39,27.02,12,1854149.36,3680346.03,06/08/2021,24-Oct-2023
1733,188,113,approved,Trade Finance / Import,EUR,10039052.92,10842177.15,19.18,24,6601272.57,3437780.35,17/05/2024,04/28/2027
1734,1049,109,DEFAULTED,Agricultural Loan,KES,17075962.76,131484.91,22.63,12,9960453.81,7115508.95,19/12/2023,08/08/2024
1735,826,108,Fully Paid,Asset Finance,KES,15484583.89,119231.3,11.2,60,8210023.72,7274560.17,2022-02-08,2023-03-31
