transaction_id,customer_id,branch_id,raw_transaction_type,raw_channel,raw_transaction_date,raw_transaction_time,amount_local,local_currency,amount_usd,raw_description,reference_code,balance_after_local
12458,1384,115,Debit,Mobile App,26/02/2025,16:10:27,1163863.36,USD,1163863.36,Loan repayment,REF000012458,9748276.0
12459,1143,109,debit,USSD,26-May-2024,22:22:58,667156.98,KES,5137.11,Merchant payment,REF000012459,5729557.98
12460,744,102,debit,internet banking,28-Oct-2025,04:59:03,458172.09,NGN,284.07,Airtime top-up,REF000012460,3112458.74
12461,1788,101,Debit,Branch,02/07/2023,09:58:01,1932605.67,NGN,1198.22,ATM withdrawal,REF000012461,2817217.08
12462,44,113,debit,pos,25/03/2023,15:11:35,757906.35,EUR,818538.86,Merchant payment,REF000012462,6138758.21
12463,1248,106,credit,*966#,31/12/2024,09:36:15,1392561.65,GHS,91909.07,Standing order,REF000012463,171758.75
12464,672,115,CREDIT,POS,2024-09-04,10:23:02,70137.39,USD,70137.39,ATM withdrawal,REF000012464,6928200.84
12465,1308,110,credit,ATM,2024-04-12,09:07:20,1576625.2,ZAR,86714.39,ATM withdrawal,REF000012465,8452919.78
12466,1608,109,Credit,POS,11-Feb-2024,08:29:16,775621.64,KES,5972.29,Airtime top-up,REF000012466,6196505.15
12467,1975,101,Debit,Internet Banking,15/12/2025,15:27:21,536217.71,NGN,332.45,Fund transfer,REF000012467,3716674.23
12468,1661,104, Credit ,POS,09/13/2023,21:14:54,1665608.3,NGN,1032.68,Cash deposit,REF000012468,6560342.91
12469,723,102,CREDIT,,2024-03-01,02:59:17,1278454.19,NGN,792.64,Salary payment,REF000012469,3949930.76
12470,1184,101,Credit,Mobile App,2023-11-20,17:04:38,1418424.45,NGN,879.42,Bill payment,REF000012470,6777033.85
12471,1184,101, Debit ,Internet Banking,2025-03-05,05:41:40,774265.25,NGN,480.04,POS purchase,REF000012471,7818990.65
12472,1026,108,DEBIT,ATM,2025-11-14,08:18:26,431933.66,KES,3325.89,Merchant payment,REF000012472,852903.84
12473,182,102,DEBIT,Internet Banking,2023-01-18,09:49:38,966153.57,NGN,599.02,Standing order,REF000012473,625992.06
12474,1349,108,debit,POS,29/07/2025,01:42:46,710298.24,KES,5469.3,Standing order,REF000012474,8053526.02
12475,1964,114, Debit ,USSD,2023-01-08,20:45:48,1107958.55,AED,301364.73,POS purchase,REF000012475,4265957.35
12476,1609,102,DEBIT,Branch,03/08/2024,09:56:37,1048630.24,NGN,650.15,Bill payment,REF000012476,7090606.97
12477,1151,115,Debit,USSD,30/12/2025,11:24:41,487629.79,USD,487629.79,Loan repayment,REF000012477,8532472.12
12478,1246,110, Credit ,A.T.M,05/05/2024,18:30:35,1662262.7,ZAR,91424.45,ATM withdrawal,REF000012478,2429183.12
12479,262,102,debit,pos,02/01/2023,16:39:02,8805.27,NGN,5.46,ATM withdrawal,REF000012479,9303212.75
12480,1903,110,Debit,pos,2023-11-07,21:15:58,957582.0,ZAR,52667.01,Airtime top-up,REF000012480,1568727.89
12481,1373,105,CREDIT,POS Terminal,11/29/2023,17:36:10,1230857.66,NGN,763.13,Cash deposit,REF000012481,1678686.17
12482,602,111, Debit ,Mobile App,12/21/2023,19:02:13,497687.73,ZAR,27372.83,Airtime top-up,REF000012482,9811634.7
12483,1966,110,debit,ATM,13/04/2024,04:52:38,158523.29,ZAR,8718.78,Salary payment,REF000012483,7299988.16
12484,1172,111,credit,USSD,16/10/2023,15:56:44,790040.96,ZAR,43452.25,Bill payment,REF000012484,2316581.98
12485,650,104,Debit,atm,01/11/2024,19:35:25,1237591.01,NGN,767.31,Salary payment,REF000012485,429601.06
12486,72,108,CREDIT,*966#,2025-02-01,20:29:52,295643.06,KES,2276.45,ATM withdrawal,REF000012486,1588409.59
12487,389,107,Credit,pos,06-Apr-2024,02:44:18,1510995.42,GHS,99725.7,Bill payment,REF000012487,5205789.32
12488,1769,110,DEBIT,Internet Banking,2025-08-09,15:26:47,117449.7,ZAR,6459.73,Bill payment,REF000012488,4207435.3
12489,521,112,debit,pos,30/03/2023,06:58:38,881499.24,GBP,1119504.03,Bill payment,REF000012489,1674275.41
12490,1333,101,credit,POS Terminal,02/06/2023,08:58:23,1212784.55,NGN,751.93,Salary payment,REF000012490,9681087.21
12491,427,103, Credit ,USSD,25-May-2024,10:17:31,1067737.34,NGN,662.0,Fund transfer,REF000012491,9370604.25
12492,324,108,Credit,pos,29-Dec-2024,01:09:21,1646474.64,KES,12677.85,Cash deposit,REF000012492,3931267.03
12493,1887,102,CREDIT,mobile app,08/21/2023,20:43:58,983279.64,NGN,609.63,Fund transfer,REF000012493,3127535.7
12494,1289,101,credit,POS Terminal,2025-07-19,13:12:01,1040977.28,NGN,645.41,Salary payment,REF000012494,2031386.98
12495,803,102,DEBIT,POS Terminal,20-Feb-2023,04:54:42,592657.68,NGN,367.45,Airtime top-up,REF000012495,8651411.12
12496,876,112,CREDIT,,19/05/2025,21:25:39,853288.47,GBP,1083676.36,Standing order,REF000012496,6866614.47
12497,1223,107,Debit,ATM,29-Jan-2025,00:09:40,853657.39,GHS,56341.39,Merchant payment,REF000012497,3812424.38
12498,20,105,CREDIT,mobile app,09/04/2023,11:36:23,1011559.4,NGN,627.17,POS purchase,REF000012498,1322525.4
12499,399,111,DEBIT,atm,2025-03-25,02:14:43,842102.77,ZAR,46315.65,POS purchase,REF000012499,1412963.83
12500,1286,115,debit,POS,08/10/2025,01:39:06,663573.13,USD,663573.13,POS purchase,REF000012500,1577337.55
12501,1039,102,debit,POS,06/01/2025,15:38:51,509116.44,NGN,315.65,POS purchase,REF000012501,8630591.49
12502,1185,112,credit,atm,01/06/2023,22:07:39,1144155.21,GBP,1453077.12,Salary payment,REF000012502,8252978.86
12503,1265,105,CREDIT,Mobile App,02/06/2025,18:23:11,1487546.57,NGN,922.28,ATM withdrawal,REF000012503,1916481.95
12504,1150,114,DEBIT,,13/12/2024,08:50:21,1707354.26,AED,464400.36,Loan repayment,REF000012504,4576637.23
12505,90,109,Debit,*966#,2023-06-27,11:26:06,1917230.43,KES,14762.67,Cash deposit,REF000012505,3629499.4
12506,1335,108,credit,A.T.M,21/02/2025,08:13:40,1632662.49,KES,12571.5,Cash deposit,REF000012506,9775171.4
12507,1152,108,CREDIT,Mobile App,24/11/2025,06:27:00,1572181.84,KES,12105.8,Airtime top-up,REF000012507,6200261.77
12508,1037,107,debit,atm,2023-12-15,02:36:09,1000589.51,GHS,66038.91,Merchant payment,REF000012508,8764665.47
12509,565,113, Debit ,pos,14-Oct-2025,16:56:41,1500428.21,EUR,1620462.47,Bill payment,REF000012509,1049198.09
12510,272,113,Debit,USSD,14-Apr-2024,00:06:06,1509255.53,EUR,1629995.97,ATM withdrawal,REF000012510,9124483.22
12511,510,109,credit,*966#,26/03/2024,07:37:49,1793587.22,KES,13810.62,Airtime top-up,REF000012511,4665510.9
12512,631,115,credit,POS,15-Aug-2025,12:37:58,390176.38,USD,390176.38,Airtime top-up,REF000012512,485277.4
12513,885,109, Credit ,Branch,19-Sep-2023,04:12:30,1033371.66,KES,7956.96,POS purchase,REF000012513,8067414.48
12514,309,110,CREDIT,Mobile App,26/02/2024,05:37:38,1162467.03,ZAR,63935.69,Standing order,REF000012514,3368418.53
12515,1288,114,Credit,Internet Banking,08/30/2023,03:28:28,707111.87,AED,192334.43,Bill payment,REF000012515,1816933.65
12516,637,107,DEBIT,USSD,11/05/2025,21:40:02,1914532.25,GHS,126359.13,POS purchase,REF000012516,8054181.59
12517,1516,113, Debit ,USSD,17-May-2024,19:02:00,754202.59,EUR,814538.8,Loan repayment,REF000012517,9377345.55
12518,836,101, Debit ,,04/09/2025,13:31:50,328096.36,NGN,203.42,ATM withdrawal,REF000012518,1278837.09
12519,58,102,credit,,09/21/2023,06:38:17,1512112.58,NGN,937.51,ATM withdrawal,REF000012519,8268073.59
12520,1292,114,Debit,POS,2023-06-21,06:09:51,809853.67,AED,220280.2,Salary payment,REF000012520,8489254.54
12521,28,102,Debit,POS,08/17/2025,20:29:16,525196.6,NGN,325.62,Cash deposit,REF000012521,2248822.32
12522,1729,113,credit,Mobile App,08/09/2023,18:00:40,1757913.7,EUR,1898546.8,Salary payment,REF000012522,979950.08
12523,1982,106,Debit,POS,25-Feb-2023,17:05:43,1582412.98,GHS,104439.26,Salary payment,REF000012523,7399689.54
12524,1414,102,CREDIT,pos,05/10/2023,05:40:06,1913303.35,NGN,1186.25,Fund transfer,REF000012524,1537312.7
12525,139,104,Credit,ATM,06-Jul-2024,02:44:01,1485831.73,NGN,921.22,POS purchase,REF000012525,1278617.55
12526,1334,111, Credit ,POS Terminal,20-Mar-2025,03:50:21,1612838.44,ZAR,88706.11,ATM withdrawal,REF000012526,4940108.36
12527,115,111,credit,Mobile App,22-May-2023,16:36:47,1280982.01,ZAR,70454.01,Airtime top-up,REF000012527,6212304.29
12528,159,115, Credit ,A.T.M,01/06/2024,14:37:34,1840556.75,USD,1840556.75,Standing order,REF000012528,2738955.98
12529,1257,102,CREDIT,A.T.M,02/10/2025,07:11:10,1305513.52,NGN,809.42,Salary payment,REF000012529,1494464.81
12530,716,107, Debit ,ATM,28-Oct-2023,21:53:59,458742.18,GHS,30276.98,Merchant payment,REF000012530,1298312.87
12531,91,109,Debit,*966#,21/03/2025,06:30:05,938666.07,KES,7227.73,Cash deposit,REF000012531,2379983.17
12532,1949,113,debit,,2025-02-02,22:54:00,1124063.62,EUR,1213988.71,Cash deposit,REF000012532,2415447.78
12533,233,101,credit,Internet Banking,07/23/2023,17:19:26,930219.56,NGN,576.74,Fund transfer,REF000012533,1690047.82
12534,904,107,debit,,2025-07-01,04:38:46,754281.95,GHS,49782.61,Airtime top-up,REF000012534,7861347.65
12535,1649,109,Debit,Branch,2024-12-06,11:37:00,939945.19,KES,7237.58,Standing order,REF000012535,6656629.98
12536,1906,103, Debit ,POS Terminal,21-Sep-2025,07:21:06,201853.69,NGN,125.15,Fund transfer,REF000012536,4179617.94
12537,33,111, Debit ,internet banking,2024-02-25,07:46:23,1293351.87,ZAR,71134.35,Airtime top-up,REF000012537,7043489.8
12538,1937,109,Debit,Internet Banking,18/11/2024,09:10:47,714512.52,KES,5501.75,Airtime top-up,REF000012538,9314973.92
12539,44,113,credit,USSD,15/06/2023,17:14:19,212422.14,EUR,229415.91,Bill payment,REF000012539,9345147.88
12540,1399,104,CREDIT,A.T.M,15/11/2025,18:49:24,512231.71,NGN,317.58,Merchant payment,REF000012540,5175125.44
12541,1026,108, Credit ,A.T.M,2025-11-09,02:10:37,1654221.28,KES,12737.5,Merchant payment,REF000012541,3915900.04
12542,292,111, Debit ,POS,05/05/2023,10:24:41,861802.87,ZAR,47399.16,Airtime top-up,REF000012542,5409131.34
12543,728,104,debit,POS Terminal,12/11/2025,14:35:44,38155.43,NGN,23.66,Cash deposit,REF000012543,8749361.65
12544,853,109, Debit ,POS Terminal,04-Aug-2023,09:57:38,276454.32,KES,2128.7,Airtime top-up,REF000012544,940311.23
12545,760,115,Credit,mobile app,11-Dec-2024,20:25:51,166058.15,USD,166058.15,Standing order,REF000012545,2296009.08
12546,233,101, Debit ,*966#,26/01/2023,01:02:36,608515.47,NGN,377.28,POS purchase,REF000012546,2673845.98
12547,316,111,CREDIT,Internet Banking,28/02/2024,10:45:37,1298357.79,ZAR,71409.68,Merchant payment,REF000012547,4598449.25
12548,273,110,Debit,POS Terminal,08/08/2024,11:25:17,336869.07,ZAR,18527.8,Fund transfer,REF000012548,319100.42
12549,747,104, Debit ,Internet Banking,06/07/2023,17:41:21,399643.96,NGN,247.78,Airtime top-up,REF000012549,4956346.07
12550,560,102,debit,USSD,2024-12-01,10:57:46,1278323.92,NGN,792.56,POS purchase,REF000012550,1838456.52
12551,100,106,credit,,08/12/2023,15:26:35,861836.46,GHS,56881.21,Salary payment,REF000012551,9962995.26
12552,124,104,Debit,POS,30/12/2023,05:50:19,90225.93,NGN,55.94,Loan repayment,REF000012552,3117911.11
12553,1065,104, Credit ,ATM,2023-06-07,17:27:12,207831.12,NGN,128.86,ATM withdrawal,REF000012553,1804989.3
12554,789,114,CREDIT,Internet Banking,23-Oct-2025,18:46:29,106220.14,AED,28891.88,POS purchase,REF000012554,7589827.99
12555,102,102,debit,ATM,07/17/2023,02:37:37,1808022.2,NGN,1120.97,Merchant payment,REF000012555,7272934.06
12556,1748,104, Debit ,USSD,10/22/2025,12:47:25,1286304.31,NGN,797.51,Loan repayment,REF000012556,1509251.97
12557,332,106,CREDIT,atm,09/17/2023,19:28:06,1488012.48,GHS,98208.82,Standing order,REF000012557,8635750.18
12558,468,113,Debit,pos,16/09/2023,10:40:57,884543.56,EUR,955307.04,Loan repayment,REF000012558,5990609.23
12559,1601,107,DEBIT,pos,2024-01-13,13:46:24,1317951.09,GHS,86984.77,Salary payment,REF000012559,1233041.62
12560,1975,101, Credit ,pos,01-Oct-2024,18:49:42,1018855.52,NGN,631.69,Salary payment,REF000012560,1226208.53
12561,618,114, Credit ,internet banking,12/05/2024,00:49:09,232074.28,AED,63124.2,Cash deposit,REF000012561,5453251.45
12562,62,107,Credit,internet banking,14-Apr-2024,15:21:35,1928198.35,GHS,127261.09,ATM withdrawal,REF000012562,8141707.17
12563,210,108, Credit ,Branch,08-Jan-2025,22:25:19,359154.04,KES,2765.49,Cash deposit,REF000012563,8130263.51
12564,759,113,credit,Internet Banking,05/26/2025,00:33:49,1009877.12,EUR,1090667.29,Loan repayment,REF000012564,7319684.12
12565,145,105, Credit ,internet banking,25/12/2025,15:22:46,1831816.29,NGN,1135.73,Airtime top-up,REF000012565,1253794.84
12566,624,102,Debit,ATM,04-Jul-2024,22:08:28,1441733.05,NGN,893.87,Airtime top-up,REF000012566,5406121.93
12567,316,111, Debit ,USSD,2023-10-09,09:22:53,1206666.34,ZAR,66366.65,POS purchase,REF000012567,8605690.11
12568,93,113, Credit ,mobile app,03/14/2023,20:14:26,1823489.73,EUR,1969368.91,Airtime top-up,REF000012568,5025982.81
12569,1773,111,DEBIT,Branch,08/08/2023,02:02:33,841843.75,ZAR,46301.41,ATM withdrawal,REF000012569,9000263.67
12570,1367,106,DEBIT,POS,08-Dec-2024,23:49:22,1747235.9,GHS,115317.57,Loan repayment,REF000012570,9964274.66
12571,1627,113,CREDIT,ATM,2024-02-27,21:13:49,1141490.49,EUR,1232809.73,POS purchase,REF000012571,1268842.51
12572,1433,108, Credit ,Mobile App,02-Mar-2024,00:05:36,1248043.24,KES,9609.93,Fund transfer,REF000012572,8438234.66
12573,1507,107,DEBIT,POS,09/12/2023,20:37:13,990194.46,GHS,65352.83,ATM withdrawal,REF000012573,6012626.5
12574,1548,113,credit,ATM,23-Jul-2023,18:24:48,758388.84,EUR,819059.95,Salary payment,REF000012574,5803311.65
12575,252,102, Credit ,Internet Banking,2024-03-23,18:20:07,366569.74,NGN,227.27,Loan repayment,REF000012575,8830880.33
12576,11,101,CREDIT,*966#,2023-09-29,04:10:39,100740.68,NGN,62.46,Cash deposit,REF000012576,3207266.88
12577,244,106,credit,mobile app,12-Feb-2024,07:48:59,1912510.32,GHS,126225.68,Airtime top-up,REF000012577,2313707.13
12578,1278,102,DEBIT,ATM,21/10/2024,00:54:05,863476.41,NGN,535.36,Merchant payment,REF000012578,1796391.44
12579,1559,112, Debit ,ATM,11/09/2024,16:41:32,1941367.42,GBP,2465536.62,Airtime top-up,REF000012579,3240998.59
12580,1629,106,DEBIT,,29-Jan-2024,15:31:33,128345.82,GHS,8470.82,Loan repayment,REF000012580,153153.89
12581,42,111, Credit ,mobile app,06-Mar-2024,15:46:32,1170390.81,ZAR,64371.49,Bill payment,REF000012581,4867763.26
12582,1645,108,Credit,A.T.M,2024-07-10,01:30:27,1364788.86,KES,10508.87,Salary payment,REF000012582,227748.23
12583,760,115,credit,internet banking,2024-06-22,14:26:49,1064008.75,USD,1064008.75,Cash deposit,REF000012583,3075770.23
12584,1475,114, Credit ,,10-Jan-2025,10:45:37,976719.16,AED,265667.61,Standing order,REF000012584,9088035.27
12585,1029,101,Debit,A.T.M,16-May-2023,01:07:31,1639195.49,NGN,1016.3,Merchant payment,REF000012585,2475636.53
12586,80,109,credit,,05/08/2025,16:38:14,1177603.62,KES,9067.55,ATM withdrawal,REF000012586,5759535.72
12587,511,104,credit,Branch,03-Jul-2025,07:29:08,1715759.06,NGN,1063.77,Loan repayment,REF000012587,2031856.64
12588,1083,115,DEBIT,POS Terminal,03-Jan-2023,12:00:44,72026.25,USD,72026.25,ATM withdrawal,REF000012588,1632206.86
12589,1044,108,Debit,atm,2025-10-05,18:02:33,144652.52,KES,1113.82,Airtime top-up,REF000012589,5927026.35
12590,684,103,Debit,POS,16-Sep-2024,20:14:35,981707.55,NGN,608.66,Salary payment,REF000012590,3399962.61
12591,1171,105,DEBIT,POS Terminal,2023-12-05,23:25:41,791842.51,NGN,490.94,Loan repayment,REF000012591,7183376.5
12592,1963,113, Credit ,ATM,16/05/2024,03:05:24,188531.0,EUR,203613.48,Bill payment,REF000012592,3776993.94
12593,1196,109,Debit,mobile app,29/09/2025,20:08:59,1800804.54,KES,13866.19,Loan repayment,REF000012593,1677506.11
12594,92,106,Credit,pos,28-May-2024,17:57:41,224820.44,GHS,14838.15,Airtime top-up,REF000012594,7056825.03
12595,41,115,DEBIT,atm,11/27/2024,08:21:17,1402732.28,USD,1402732.28,Loan repayment,REF000012595,552429.32
12596,1997,111, Credit ,atm,2023-09-06,15:52:54,193281.17,ZAR,10630.46,Salary payment,REF000012596,708416.29
12597,1760,114,DEBIT,POS Terminal,20-Oct-2024,00:44:24,954934.1,AED,259742.08,Airtime top-up,REF000012597,4378372.14
12598,844,115,Debit,pos,04-Jul-2023,14:43:04,1895131.41,USD,1895131.41,ATM withdrawal,REF000012598,7648493.02
12599,1010,110,Credit,Mobile App,23/08/2023,13:49:19,1448378.93,ZAR,79660.84,Standing order,REF000012599,7039686.81
12600,790,101,debit,*966#,2024-10-19,19:20:50,1565191.42,NGN,970.42,POS purchase,REF000012600,1767329.02
12601,221,105,Debit,USSD,2024-03-22,02:35:49,1804525.61,NGN,1118.81,ATM withdrawal,REF000012601,2303387.34
12602,257,113,CREDIT,internet banking,05/25/2023,05:40:52,664911.18,EUR,718104.07,Loan repayment,REF000012602,6111746.02
12603,224,114,DEBIT,USSD,21/11/2024,05:02:54,1865439.93,AED,507399.66,Bill payment,REF000012603,930558.24
12604,1372,114,Debit,Mobile App,08/12/2023,04:33:32,53238.13,AED,14480.77,ATM withdrawal,REF000012604,1684604.25
12605,751,109,Debit,POS Terminal,12/06/2023,00:38:18,1765896.32,KES,13597.4,Bill payment,REF000012605,2065091.79
12606,431,104,DEBIT,mobile app,01-Jul-2025,01:51:22,1588093.23,NGN,984.62,Fund transfer,REF000012606,7424009.39
12607,1050,108,credit,*966#,06/05/2024,01:25:34,1645568.29,KES,12670.88,POS purchase,REF000012607,3140915.07
12608,1837,104,credit,Mobile App,04/08/2024,04:07:51,1613375.27,NGN,1000.29,Standing order,REF000012608,3730999.59
12609,1111,110, Debit ,Internet Banking,2024-02-27,04:34:56,1976815.61,ZAR,108724.86,Merchant payment,REF000012609,2927954.42
12610,570,101,Debit,Branch,15-Jun-2025,14:09:23,1536497.32,NGN,952.63,POS purchase,REF000012610,3644014.92
12611,1940,109,DEBIT,,2023-10-21,18:15:12,473392.72,KES,3645.12,POS purchase,REF000012611,4043020.98
12612,1569,108,Credit,*966#,2023-12-27,07:31:26,1836392.99,KES,14140.23,Cash deposit,REF000012612,5531783.37
12613,203,101,Debit,A.T.M,2023-01-09,03:15:22,1007828.82,NGN,624.85,Bill payment,REF000012613,7779377.56
12614,1674,108, Debit ,atm,2025-11-18,11:31:04,1368439.68,KES,10536.99,POS purchase,REF000012614,6819123.22
12615,1434,105, Debit ,Mobile App,26/02/2024,14:03:32,677238.48,NGN,419.89,ATM withdrawal,REF000012615,5795241.85
12616,1177,111,credit,A.T.M,28/02/2024,21:52:54,476928.26,ZAR,26231.05,Salary payment,REF000012616,9537304.84
12617,681,113, Debit ,mobile app,02-Feb-2023,03:48:16,1047299.79,EUR,1131083.77,Cash deposit,REF000012617,4040477.2
12618,52,110,credit,Branch,2023-02-19,15:26:27,1376041.59,ZAR,75682.29,Standing order,REF000012618,728015.98
12619,1511,106,DEBIT,internet banking,27-Dec-2023,02:23:40,1498809.1,GHS,98921.4,Salary payment,REF000012619,4134163.09
12620,1836,110,credit,Branch,07/18/2023,19:20:51,1501072.72,ZAR,82559.0,Loan repayment,REF000012620,7215461.91
12621,1962,103,CREDIT,A.T.M,2023-12-31,03:52:37,933123.44,NGN,578.54,Standing order,REF000012621,1668256.34
12622,46,106,Debit,POS,07/01/2025,16:43:22,1905525.23,GHS,125764.67,Merchant payment,REF000012622,6846293.35
12623,1568,111,credit,ATM,02/18/2024,16:28:08,576938.47,ZAR,31731.62,Airtime top-up,REF000012623,6559295.07
12624,1712,109, Credit ,POS,2023-03-03,16:52:59,1880585.44,KES,14480.51,ATM withdrawal,REF000012624,3823992.23
12625,1666,107,debit,mobile app,23/09/2025,13:41:39,1839401.21,GHS,121400.48,Merchant payment,REF000012625,5234869.03
12626,819,108,Credit,Mobile App,12/08/2025,02:21:05,1738246.21,KES,13384.5,ATM withdrawal,REF000012626,3592404.1
12627,1670,114, Debit ,Branch,14-Jul-2024,18:41:21,1429996.62,AED,388959.08,Loan repayment,REF000012627,1824354.11
12628,1210,111,Credit,Mobile App,2023-01-13,22:01:02,1407913.84,ZAR,77435.26,Bill payment,REF000012628,7413778.17
12629,1235,101, Debit ,Internet Banking,2023-06-24,21:59:24,684854.06,NGN,424.61,Standing order,REF000012629,7451227.85
12630,399,111,CREDIT,POS,2025-12-06,18:06:58,664271.76,ZAR,36534.95,Bill payment,REF000012630,7334295.53
12631,383,108,DEBIT,POS,07/11/2024,22:29:54,981547.29,KES,7557.91,Bill payment,REF000012631,6540089.22
12632,1921,109,credit,POS Terminal,25/01/2023,02:07:28,1978164.95,KES,15231.87,Airtime top-up,REF000012632,7873151.05
12633,737,103,DEBIT,mobile app,2025-12-11,08:43:15,1804823.82,NGN,1118.99,Fund transfer,REF000012633,8601012.93
12634,164,111,debit,USSD,2023-12-10,02:15:14,812685.26,ZAR,44697.69,POS purchase,REF000012634,5816408.79
12635,167,115,Debit,mobile app,2025-02-27,04:38:53,1796061.95,USD,1796061.95,Salary payment,REF000012635,1143718.94
12636,1245,108, Credit ,pos,12/23/2024,03:31:04,501028.46,KES,3857.92,Cash deposit,REF000012636,2493868.96
12637,1042,111,Credit,ATM,12-Jul-2023,00:32:20,991566.33,ZAR,54536.15,Salary payment,REF000012637,5678775.61
12638,772,105, Credit ,USSD,12/15/2024,21:30:48,529109.67,NGN,328.05,Loan repayment,REF000012638,9199763.51
12639,598,111, Debit ,Mobile App,17/11/2023,16:29:16,766805.92,ZAR,42174.33,Loan repayment,REF000012639,9448149.77
12640,1019,110,CREDIT,*966#,2025-09-18,02:21:51,1762328.61,ZAR,96928.07,Merchant payment,REF000012640,8642163.08
12641,1328,113, Credit ,Internet Banking,11/25/2024,21:45:06,889420.04,EUR,960573.64,Salary payment,REF000012641,360358.25
12642,1532,112,DEBIT,ATM,01/11/2025,10:54:48,1416561.35,GBP,1799032.91,Merchant payment,REF000012642,3112888.29
12643,1613,108,Credit,POS Terminal,19-Apr-2023,05:28:56,368637.42,KES,2838.51,Bill payment,REF000012643,9808365.63
12644,1541,113,credit,Internet Banking,10/06/2023,23:58:39,1986116.55,EUR,2145005.87,Fund transfer,REF000012644,9687350.61
12645,634,112,Credit,internet banking,08/16/2023,03:54:57,227502.99,GBP,288928.8,Cash deposit,REF000012645,4189825.78
12646,209,102,debit,POS,10-Feb-2025,02:39:14,1056229.93,NGN,654.86,Salary payment,REF000012646,4150601.39
12647,696,103,debit,ATM,01/08/2025,00:07:56,561182.78,NGN,347.93,Cash deposit,REF000012647,5043350.88
12648,1316,108,Debit,ATM,15-Dec-2024,19:00:53,1874410.18,KES,14432.96,Airtime top-up,REF000012648,4264012.13
12649,1940,109,CREDIT,POS,06/21/2024,10:46:57,1478450.8,KES,11384.07,ATM withdrawal,REF000012649,3564420.52
12650,379,112,Credit,A.T.M,2024-12-21,19:02:08,997836.04,GBP,1267251.77,POS purchase,REF000012650,5093521.83
12651,1337,104,DEBIT,Mobile App,2025-09-29,18:29:29,516400.55,NGN,320.17,Bill payment,REF000012651,9580086.94
12652,965,102,credit,pos,29-Oct-2024,16:34:44,359256.65,NGN,222.74,Salary payment,REF000012652,5091019.79
12653,1194,101,Debit,Branch,03/08/2023,05:53:17,1175910.31,NGN,729.06,Standing order,REF000012653,8954117.12
12654,516,101, Debit ,Branch,11/05/2025,21:23:46,1544334.33,NGN,957.49,Loan repayment,REF000012654,5533182.17
12655,1725,103,Debit,,29/01/2023,22:55:42,1058632.16,NGN,656.35,ATM withdrawal,REF000012655,9270482.71
12656,622,111,credit,ATM,2024-10-26,23:27:36,1640675.19,ZAR,90237.14,Fund transfer,REF000012656,9398394.85
12657,580,107,debit,internet banking,19-Dec-2024,04:33:50,1016069.71,GHS,67060.6,Airtime top-up,REF000012657,223435.88
12658,791,109,credit,A.T.M,2025-09-22,11:33:04,291698.06,KES,2246.08,Bill payment,REF000012658,4612441.59
12659,974,106,DEBIT,POS Terminal,2024-09-01,06:28:13,1553024.66,GHS,102499.63,Salary payment,REF000012659,1004035.12
12660,1898,111, Credit ,Mobile App,11/07/2023,04:51:47,338533.85,ZAR,18619.36,Salary payment,REF000012660,6414244.94
12661,576,108,credit,A.T.M,2025-08-24,17:17:17,847493.73,KES,6525.7,Cash deposit,REF000012661,4275809.28
12662,1821,103,debit,internet banking,30-Jan-2025,20:36:18,8417.52,NGN,5.22,Cash deposit,REF000012662,7751842.15
12663,834,103, Debit ,POS,18/04/2023,06:34:11,1398540.65,NGN,867.1,ATM withdrawal,REF000012663,70813.46
12664,922,113,Credit,Mobile App,13-Dec-2025,12:21:31,1533109.55,EUR,1655758.31,Loan repayment,REF000012664,5340925.04
12665,1595,110,CREDIT,USSD,2023-11-02,22:27:44,1783372.38,ZAR,98085.48,Standing order,REF000012665,5889927.38
12666,659,114,debit,pos,2023-12-08,11:50:23,1892792.49,AED,514839.56,Cash deposit,REF000012666,7276662.59
12667,873,109, Credit ,*966#,2025-08-01,03:24:23,1958278.03,KES,15078.74,Merchant payment,REF000012667,8997457.48
12668,671,101, Credit ,Internet Banking,04/01/2024,15:15:29,498502.45,NGN,309.07,Merchant payment,REF000012668,7793381.58
12669,232,115,credit,POS,01/12/2023,19:31:11,340354.75,USD,340354.75,POS purchase,REF000012669,3507131.14
12670,1739,106,Credit,internet banking,2024-03-01,18:36:18,1439987.71,GHS,95039.19,Loan repayment,REF000012670,6167879.26
12671,237,114,debit,A.T.M,10/23/2023,19:15:03,1312330.09,AED,356953.78,Cash deposit,REF000012671,2521128.89
12672,1255,102,CREDIT,Internet Banking,30/08/2023,06:34:55,1640800.73,NGN,1017.3,Airtime top-up,REF000012672,1888344.08
12673,138,104,CREDIT,ATM,07/15/2023,07:09:49,460873.12,NGN,285.74,Standing order,REF000012673,6715233.68
12674,190,108,Debit,Internet Banking,2024-09-30,23:26:36,1561375.14,KES,12022.59,POS purchase,REF000012674,5286971.34
12675,655,107, Debit ,*966#,18-Dec-2024,12:28:09,1079486.73,GHS,71246.12,Merchant payment,REF000012675,6569224.62
12676,15,108,CREDIT,Mobile App,23/08/2025,18:11:11,907781.3,KES,6989.92,Merchant payment,REF000012676,9512694.29
12677,304,112,credit,*966#,2025-04-26,03:09:11,1203482.92,GBP,1528423.31,Standing order,REF000012677,1772458.06
12678,1265,105,CREDIT,ATM,23-Jul-2024,11:05:22,1543235.97,NGN,956.81,POS purchase,REF000012678,4694524.45
